video,frame,GPS_speed,OBD_speed,accX,accY,accZ,gyroX,gyroY,gyroZ,heading_angle,latitude,longitude,pitch,roll,yaw
video_0003,2429,16.70499072,15.99687936,-0.04,0.77,0.09,-0.81,-0.69,-0.19,159.22,43.652756833,-79.408847833,0.214,6.228,3.13
video_0003,2430,16.70499072,15.99687936,-0.04,0.77,0.09,-0.81,-0.69,-0.19,159.22,43.652756833,-79.408847833,0.214,6.228,3.13
video_0003,2431,16.91420544,18.00855936,0.0,0.83,0.35,-4.31,0.25,0.38,158.49,43.652752667,-79.408845667,0.216,6.228,3.13
video_0003,2432,17.17572384,18.00855936,0.0,0.83,0.35,-4.31,0.25,0.38,158.356135014837,43.6527497613413,-79.4088443103328,0.216,6.228,3.13
video_0003,2433,17.33263488,18.00855936,0.0,0.83,0.35,-4.31,0.25,0.38,158.31,43.652748333,-79.408843667,0.216,6.228,3.13
video_0003,2434,17.33263488,18.00855936,-0.02,0.79,0.33,-3.12,0.56,0.62,158.31,43.652748333,-79.408843667,0.216,6.228,3.13
video_0003,2435,17.598176640000002,18.00855936,-0.02,0.79,0.33,-3.12,0.56,0.62,158.22,43.65274625,-79.408842417,0.216,6.228,3.13
video_0003,2436,17.8637184,18.00855936,-0.02,0.79,0.33,-3.12,0.56,0.62,158.13,43.652744167,-79.408841167,0.216,6.228,3.13
video_0003,2437,17.8637184,18.00855936,-0.01,0.86,0.38,-1.88,-0.5,-0.69,158.13,43.652744167,-79.408841167,0.217,6.229,3.13
video_0003,2438,18.0246528,18.00855936,-0.02,0.835,0.36,0.155,-0.06,-0.405,158.87,43.652741667,-79.4088405835,0.217673076923077,6.229,3.13
video_0003,2439,18.185587200000004,18.00855936,-0.03,0.81,0.34,2.19,0.38,-0.12,159.61,43.652739167,-79.40884,0.218,6.229,3.13
video_0003,2440,18.185587200000004,18.00855936,-0.03,0.81,0.34,2.19,0.38,-0.12,159.61,43.652739167,-79.40884,0.218,6.229,3.13
video_0003,2441,18.185587200000004,18.00855936,-0.04,0.81,0.325,1.94,-0.435,-0.405,159.61,43.652739167,-79.40884,0.2185,6.229,3.13
video_0003,2442,18.185587200000004,18.00855936,-0.05,0.81,0.31,1.69,-1.25,-0.69,159.61,43.652739167,-79.40884,0.219,6.229,3.13
video_0003,2443,18.431757226666726,18.00855936,-0.05,0.81,0.31,1.69,-1.25,-0.69,159.998888888889,43.6527364878148,-79.4088391789259,0.219,6.229,3.13
video_0003,2444,18.888930133333275,18.00855936,-0.05,0.81,0.31,1.69,-1.25,-0.69,160.721111111111,43.6527315121852,-79.4088376540741,0.219,6.229,3.13
video_0003,2445,19.135100160000004,18.00855936,-0.05,0.81,0.31,1.69,-1.25,-0.69,161.11,43.652728833,-79.408836833,0.219,6.229,3.13
video_0003,2446,19.135100160000004,18.00855936,0.03,0.82,0.36,3.12,0.56,0.0,161.11,43.652728833,-79.408836833,0.22,6.229,3.13
video_0003,2447,19.392595200000002,18.00855936,0.03,0.82,0.36,3.12,0.56,0.0,161.035,43.652726333,-79.40883575,0.22,6.229,3.13
video_0003,2448,19.650090240000004,18.00855936,0.03,0.82,0.36,3.12,0.56,0.0,160.96,43.652723833,-79.408834667,0.22,6.229,3.13
video_0003,2449,19.650090240000004,20.00414592,0.04,0.82,0.43,3.12,2.94,1.75,160.96,43.652723833,-79.408834667,0.22,6.229,3.13
video_0003,2450,19.97195904,20.00414592,0.04,0.82,0.43,3.12,2.94,1.75,161.0,43.652721083,-79.4088338335,0.22,6.229,3.13
video_0003,2451,20.29382784,20.00414592,0.04,0.82,0.43,3.12,2.94,1.75,161.04,43.652718333,-79.408833,0.22,6.229,3.13
video_0003,2452,20.29382784,20.00414592,0.0366666666666667,0.833333333333333,0.43,1.08,1.92,1.20666666666667,161.04,43.652718333,-79.408833,0.220259259259259,6.22925925925926,3.13
video_0003,2453,20.29382784,20.00414592,0.0333333333333333,0.846666666666667,0.43,-0.96,0.9,0.663333333333333,161.04,43.652718333,-79.408833,0.220740740740741,6.22974074074074,3.13
video_0003,2454,20.29382784,20.00414592,0.03,0.86,0.43,-3.0,-0.12,0.12,161.04,43.652718333,-79.408833,0.221,6.23,3.13
video_0003,2455,20.332129646209438,20.00414592,0.03,0.86,0.43,-3.0,-0.12,0.12,160.983571428571,43.6527165782531,-79.4088324292987,0.221,6.23,3.13
video_0003,2456,20.4386688,20.00414592,0.03,0.86,0.43,-3.0,-0.12,0.12,160.88,43.652713,-79.408831167,0.221,6.23,3.13
video_0003,2457,20.905378560000003,20.00414592,0.03,0.86,0.43,-3.0,-0.12,0.12,160.77,43.652707833,-79.408828833,0.221,6.23,3.13
video_0003,2458,20.905378560000003,20.00414592,0.0,0.845,0.39,-1.28,-0.155,0.09,160.77,43.652707833,-79.408828833,0.222,6.23,3.13
video_0003,2459,20.905378560000003,20.00414592,-0.03,0.83,0.35,0.44,-0.19,0.06,160.77,43.652707833,-79.408828833,0.223,6.23,3.13
video_0003,2460,21.06631296,20.00414592,-0.03,0.83,0.35,0.44,-0.19,0.06,160.11,43.652703167,-79.408826,0.223,6.23,3.13
video_0003,2461,21.327560096260218,20.521520213333364,-0.0366666666666667,0.83,0.34,0.586666666666667,-0.793333333333333,-0.126666666666667,159.774651333993,43.6527005473568,-79.4088245787306,0.223259259259259,6.23025925925926,3.13
video_0003,2462,21.619836368130144,21.482358186666637,-0.0433333333333333,0.83,0.33,0.733333333333333,-1.39666666666667,-0.313333333333333,159.532881222552,43.6526985975117,-79.4088235580875,0.223740740740741,6.23074074074074,3.13
video_0003,2463,21.75833088,21.999732480000002,-0.05,0.83,0.32,0.88,-2.0,-0.5,159.44,43.652697833,-79.408823167,0.224,6.231,3.13
video_0003,2464,21.75833088,21.999732480000002,-0.05,0.83,0.32,0.88,-2.0,-0.5,159.44,43.652697833,-79.408823167,0.224,6.231,3.13
video_0003,2465,21.75833088,21.999732480000002,-0.05,0.83,0.32,0.88,-2.0,-0.5,159.44,43.652697833,-79.408823167,0.224,6.231,3.13
video_0003,2466,21.75833088,21.999732480000002,-0.03,0.88,0.4,1.06,-2.38,-0.5,159.44,43.652697833,-79.408823167,0.224,6.233,3.13
video_0003,2467,21.884602486153785,21.999732480000002,-0.03,0.88,0.4,1.06,-2.38,-0.5,159.550668789809,43.6526959148104,-79.4088224958407,0.224,6.233,3.13
video_0003,2468,22.144573440000002,21.999732480000002,-0.03,0.88,0.4,1.06,-2.38,-0.5,159.69,43.652692,-79.408821,0.224,6.233,3.13
video_0003,2469,22.530816,21.999732480000002,-0.03,0.88,0.4,1.06,-2.38,-0.5,159.73,43.652686333,-79.408818167,0.224,6.233,3.13
video_0003,2470,22.530816,21.999732480000002,-0.02,0.83,0.375,1.875,-1.565,-0.22,159.73,43.652686333,-79.408818167,0.225,6.233,3.13
video_0003,2471,22.530816,21.999732480000002,-0.01,0.78,0.35,2.69,-0.75,0.06,159.73,43.652686333,-79.408818167,0.226,6.233,3.13
video_0003,2472,22.530816,21.999732480000002,0.14,0.76,0.13,8.75,2.75,1.06,159.73,43.652686333,-79.408818167,0.225,6.236,3.13
video_0003,2473,22.715890560000002,23.00557248,0.14,0.76,0.13,8.75,2.75,1.06,159.87,43.6526834165,-79.4088170835,0.225,6.236,3.13
video_0003,2474,22.900965120000002,24.01141248,0.14,0.76,0.13,8.75,2.75,1.06,160.01,43.6526805,-79.408816,0.225,6.236,3.13
video_0003,2475,22.900965120000002,24.01141248,0.01,0.88,0.51,-4.94,-0.19,1.0,160.01,43.6526805,-79.408816,0.225,6.237,3.13
video_0003,2476,23.089720626383055,24.01141248,0.01,0.88,0.51,-4.94,-0.19,1.0,160.375,43.6526785033784,-79.4088152287081,0.225,6.237,3.13
video_0003,2477,23.464235520000003,24.01141248,0.01,0.88,0.51,-4.94,-0.19,1.0,160.74,43.6526745,-79.4088135,0.225,6.237,3.13
video_0003,2478,23.963132160000004,24.01141248,0.01,0.88,0.51,-4.94,-0.19,1.0,159.76,43.652669,-79.408810167,0.225,6.237,3.13
video_0003,2479,23.963132160000004,24.01141248,0.025,0.895,0.495,-3.375,0.095,-0.25,159.76,43.652669,-79.408810167,0.226,6.237,3.13
video_0003,2480,23.963132160000004,24.01141248,0.04,0.91,0.48,-1.81,0.38,-1.5,159.76,43.652669,-79.408810167,0.227,6.237,3.13
video_0003,2481,24.107973120000004,24.01141248,0.04,0.91,0.48,-1.81,0.38,-1.5,159.92,43.652663167,-79.4088075,0.227,6.237,3.13
video_0003,2482,24.107973120000004,24.01141248,0.0733333333333333,0.856666666666667,0.55,-3.45666666666667,1.42,-0.706666666666667,159.92,43.652663167,-79.4088075,0.228037037037037,6.23674074074074,3.13
video_0003,2483,24.107973120000004,24.01141248,0.106666666666667,0.803333333333333,0.62,-5.10333333333333,2.46,0.0866666666666667,159.92,43.652663167,-79.4088075,0.229962962962963,6.23625925925926,3.13
video_0003,2484,24.107973120000004,24.01141248,0.14,0.75,0.69,-6.75,3.5,0.88,159.92,43.652663167,-79.4088075,0.231,6.236,3.13
video_0003,2485,24.12317247999993,24.01141248,0.14,0.75,0.69,-6.75,3.5,0.88,160.39,43.6526611278651,-79.4088067827953,0.231,6.236,3.13
video_0003,2486,24.17234688,24.01141248,0.14,0.75,0.69,-6.75,3.5,0.88,160.86,43.652657,-79.408805167,0.231,6.236,3.13
video_0003,2487,24.783897600000003,24.01141248,-0.08,0.85,0.66,-6.94,-2.31,-0.81,160.27,43.652651167,-79.408802,0.237,6.237,3.13
video_0003,2488,24.783897600000003,24.01141248,-0.08,0.85,0.66,-6.94,-2.31,-0.81,160.27,43.652651167,-79.408802,0.237,6.237,3.13
video_0003,2489,24.783897600000003,24.01141248,-0.08,0.85,0.66,-6.94,-2.31,-0.81,160.27,43.652651167,-79.408802,0.237,6.237,3.13
video_0003,2490,25.170140160000003,24.01141248,-0.02,0.9,0.64,-4.25,1.44,1.31,159.04,43.652645667,-79.408798167,0.237,6.236,3.13
video_0003,2491,25.170140160000003,25.00920576,-0.02,0.9,0.64,-4.25,1.44,1.31,159.04,43.652645667,-79.408798167,0.237,6.236,3.13
video_0003,2492,25.170140160000003,26.006999040000004,-0.02,0.9,0.64,-4.25,1.44,1.31,159.04,43.652645667,-79.408798167,0.237,6.236,3.13
video_0003,2493,25.170140160000003,26.006999040000004,-0.15,0.85,0.18,-8.81,-2.5,-2.56,159.04,43.652645667,-79.408798167,0.233,6.236,3.12
video_0003,2494,25.228553386666675,26.006999040000004,-0.12,0.833333333333333,0.303333333333333,-8.14333333333333,-1.91666666666667,-1.33333333333333,159.073703703704,43.6526425989259,-79.4087965248519,0.233,6.236,3.12
video_0003,2495,25.337035093333327,26.006999040000004,-0.09,0.816666666666667,0.426666666666667,-7.47666666666667,-1.33333333333333,-0.106666666666667,159.136296296296,43.6526369010741,-79.4087934751481,0.233,6.236,3.12
video_0003,2496,25.39544832,26.006999040000004,-0.06,0.8,0.55,-6.81,-0.75,1.12,159.17,43.652633833,-79.408791833,0.233,6.236,3.12
video_0003,2497,25.39544832,26.006999040000004,-0.06,0.8,0.55,-6.81,-0.75,1.12,159.17,43.652633833,-79.408791833,0.233,6.236,3.12
video_0003,2498,25.39544832,26.006999040000004,-0.06,0.8,0.55,-6.81,-0.75,1.12,159.17,43.652633833,-79.408791833,0.233,6.236,3.12
video_0003,2499,26.29668096,26.006999040000004,-0.06,0.8,0.55,-6.81,-0.75,1.12,159.31,43.652627667,-79.4087885,0.233,6.236,3.12
video_0003,2500,26.29668096,26.006999040000004,-0.07,0.81,0.49,-2.655,-1.47,0.59,159.31,43.652627667,-79.4087885,0.233,6.23632692307692,3.12
video_0003,2501,26.29668096,26.006999040000004,-0.08,0.82,0.43,1.5,-2.19,0.06,159.31,43.652627667,-79.4087885,0.233,6.237,3.12
video_0003,2502,26.29668096,26.006999040000004,0.08,0.81,0.47,3.06,1.88,2.69,159.31,43.652627667,-79.4087885,0.238,6.238,3.12
video_0003,2503,26.417679786666696,26.006999040000004,0.08,0.81,0.47,3.06,1.88,2.69,159.53037037037,43.652624382963,-79.4087868148148,0.238,6.238,3.12
video_0003,2504,26.64239189333331,26.006999040000004,0.08,0.81,0.47,3.06,1.88,2.69,159.93962962963,43.652618284037,-79.4087836851852,0.238,6.238,3.12
video_0003,2505,26.76339072,26.006999040000004,0.08,0.81,0.47,3.06,1.88,2.69,160.16,43.652615,-79.408782,0.238,6.238,3.12
video_0003,2506,26.76339072,26.006999040000004,0.03,0.8,0.415,1.97,1.065,1.72,160.16,43.652615,-79.408782,0.238,6.238,3.115
video_0003,2507,26.76339072,26.006999040000004,-0.02,0.79,0.36,0.88,0.25,0.75,160.16,43.652615,-79.408782,0.238,6.238,3.11
video_0003,2508,27.439315200000003,26.006999040000004,-0.02,0.79,0.36,0.88,0.25,0.75,160.44,43.652608167,-79.408779,0.238,6.238,3.11
video_0003,2509,27.439315200000003,26.006999040000004,-0.02,0.9,0.39,-0.81,-1.44,0.44,160.44,43.652608167,-79.408779,0.237,6.24,3.11
video_0003,2510,27.439315200000003,26.006999040000004,-0.02,0.9,0.39,-0.81,-1.44,0.44,160.44,43.652608167,-79.408779,0.237,6.24,3.11
video_0003,2511,28.243987200000003,26.006999040000004,-0.02,0.9,0.39,-0.81,-1.44,0.44,161.11,43.652600833,-79.4087765,0.237,6.24,3.11
video_0003,2512,28.243987200000003,26.006999040000004,-0.05,0.76,0.39,-2.06,-1.31,0.88,161.11,43.652600833,-79.4087765,0.239,6.241,3.11
video_0003,2513,28.49343552,26.006999040000004,-0.05,0.76,0.39,-2.06,-1.31,0.88,160.955,43.65259725,-79.4087748335,0.239,6.241,3.11
video_0003,2514,28.74288384,26.006999040000004,-0.05,0.76,0.39,-2.06,-1.31,0.88,160.8,43.652593667,-79.408773167,0.239,6.241,3.11
video_0003,2515,28.74288384,28.0025856,0.05,0.76,0.23,3.94,0.0,2.19,160.8,43.652593667,-79.408773167,0.241,6.242,3.11
video_0003,2516,28.74288384,28.0025856,0.05,0.76,0.23,3.94,0.0,2.19,160.8,43.652593667,-79.408773167,0.241,6.242,3.11
video_0003,2517,28.501482240000005,28.0025856,0.05,0.76,0.23,3.94,0.0,2.19,160.48,43.652587,-79.408769667,0.241,6.242,3.11
video_0003,2518,28.501482240000005,28.0025856,0.11,0.8,0.5,-9.12,3.88,2.38,160.48,43.652587,-79.408769667,0.239,6.243,3.1
video_0003,2519,28.501482240000005,28.0025856,0.11,0.8,0.5,-9.12,3.88,2.38,160.48,43.652587,-79.408769667,0.239,6.243,3.1
video_0003,2520,28.871631360000006,28.0025856,0.11,0.8,0.5,-9.12,3.88,2.38,158.63,43.6525805,-79.4087655,0.239,6.243,3.1
video_0003,2521,28.871631360000006,28.0025856,0.07,0.83,0.26,8.75,2.19,2.62,158.63,43.6525805,-79.4087655,0.238,6.244,3.1
video_0003,2522,28.871631360000006,28.0025856,0.07,0.83,0.26,8.75,2.19,2.62,158.63,43.6525805,-79.4087655,0.238,6.244,3.1
video_0003,2523,29.14521984,28.0025856,0.07,0.83,0.26,8.75,2.19,2.62,158.39,43.652573667,-79.4087615,0.238,6.244,3.1
video_0003,2524,29.14521984,29.0084256,0.065,0.82,0.405,0.345,1.845,0.935,158.39,43.652573667,-79.4087615,0.237,6.2445,3.1
video_0003,2525,29.14521984,30.014265599999998,0.06,0.81,0.55,-8.06,1.5,-0.75,158.39,43.652573667,-79.4087615,0.236,6.245,3.1
video_0003,2526,29.14521984,30.014265599999998,0.12,0.89,0.25,3.12,0.56,1.44,158.39,43.652573667,-79.4087615,0.236,6.245,3.1
video_0003,2527,29.43490176,30.014265599999998,0.12,0.89,0.25,3.12,0.56,1.44,157.48,43.652567167,-79.408757167,0.236,6.245,3.1
video_0003,2528,29.43490176,30.014265599999998,0.12,0.89,0.25,3.12,0.56,1.44,157.48,43.652567167,-79.408757167,0.236,6.245,3.1
video_0003,2529,29.43490176,30.014265599999998,0.12,0.89,0.25,3.12,0.56,1.44,157.48,43.652567167,-79.408757167,0.236,6.245,3.1
video_0003,2530,29.209593599999998,30.014265599999998,0.01,0.86,0.42,-0.81,-2.25,-2.12,155.8,43.652560833,-79.408752333,0.235,6.247,3.1
video_0003,2531,29.209593599999998,30.014265599999998,0.01,0.86,0.42,-0.81,-2.25,-2.12,155.8,43.652560833,-79.408752333,0.235,6.247,3.1
video_0003,2532,29.209593599999998,30.014265599999998,0.01,0.86,0.42,-0.81,-2.25,-2.12,155.8,43.652560833,-79.408752333,0.235,6.247,3.1
video_0003,2533,29.43490176,30.014265599999998,0.13,0.77,0.39,-3.56,3.44,0.0,157.65,43.652553833,-79.408748667,0.236,6.247,3.1
video_0003,2534,29.999908862158197,30.014265599999998,0.13,0.77,0.39,-3.56,3.44,0.0,158.464393203884,43.6525486201227,-79.4087466087637,0.236,6.247,3.1
video_0003,2535,30.4166016,30.014265599999998,0.13,0.77,0.39,-3.56,3.44,0.0,158.81,43.652546,-79.408745667,0.236,6.247,3.1
video_0003,2536,30.4166016,30.014265599999998,0.16,0.76,0.07,10.69,5.56,2.06,158.81,43.652546,-79.408745667,0.238,6.246,3.11
video_0003,2537,30.4166016,30.014265599999998,0.16,0.76,0.07,10.69,5.56,2.06,158.81,43.652546,-79.408745667,0.238,6.246,3.11
video_0003,2538,30.4166016,30.014265599999998,0.16,0.76,0.07,10.69,5.56,2.06,158.81,43.652546,-79.408745667,0.238,6.246,3.11
video_0003,2539,30.67409664,30.014265599999998,0.0,0.9,0.45,-5.56,-0.62,-2.12,159.74,43.652538333,-79.4087425,0.242,6.244,3.11
video_0003,2540,30.67409664,30.014265599999998,0.0,0.9,0.45,-5.56,-0.62,-2.12,159.74,43.652538333,-79.4087425,0.242,6.244,3.11
video_0003,2541,30.67409664,30.014265599999998,0.0,0.9,0.45,-5.56,-0.62,-2.12,159.74,43.652538333,-79.4087425,0.242,6.244,3.11
video_0003,2542,31.237367040000002,30.014265599999998,-0.05,0.8,0.43,-7.81,-3.69,-3.5,160.04,43.652530833,-79.408739,0.244,6.242,3.11
video_0003,2543,31.237367040000002,30.014265599999998,-0.05,0.8,0.43,-7.81,-3.69,-3.5,160.04,43.652530833,-79.408739,0.244,6.242,3.11
video_0003,2544,31.237367040000002,30.014265599999998,-0.05,0.8,0.43,-7.81,-3.69,-3.5,160.04,43.652530833,-79.408739,0.244,6.242,3.11
video_0003,2545,31.256275504158435,30.531639893333367,-0.03,0.8,0.46,-7.5,-2.33333333333333,-2.75,160.008888888889,43.6525298275116,-79.4087384644147,0.244115115115115,6.24174074074074,3.11
video_0003,2546,31.318099808316916,31.492477866666636,-0.01,0.8,0.49,-7.19,-0.976666666666667,-2.0,159.951111111111,43.6525271553565,-79.4087371139404,0.244452452452452,6.24125925925926,3.11
video_0003,2547,31.430488320000006,32.00985216,0.01,0.8,0.52,-6.88,0.38,-1.25,159.92,43.652523333,-79.408735333,0.245,6.241,3.11
video_0003,2548,32.31562752,32.00985216,0.05,0.85,0.48,-0.5,0.5,-1.44,161.04,43.652515,-79.408732333,0.247,6.241,3.11
video_0003,2549,32.50565390769227,32.00985216,0.05,0.85,0.48,-0.5,0.5,-1.44,161.62085106383,43.652509492067,-79.4087303137692,0.247,6.241,3.11
video_0003,2550,32.57312256,32.00985216,0.05,0.85,0.48,-0.5,0.5,-1.44,161.88,43.652506833,-79.408729333,0.247,6.241,3.11
video_0003,2551,32.57312256,32.00985216,0.11,0.83,0.24,4.0,2.38,1.06,161.88,43.652506833,-79.408729333,0.245,6.241,3.11
video_0003,2552,32.677729920000004,32.00985216,0.11,0.83,0.24,4.0,2.38,1.06,161.295,43.652502833,-79.4087275,0.245,6.241,3.11
video_0003,2553,32.78233728000001,32.00985216,0.11,0.83,0.24,4.0,2.38,1.06,160.71,43.652498833,-79.408725667,0.245,6.241,3.11
video_0003,2554,32.78233728000001,32.00985216,-0.01,0.79,0.38,2.06,0.25,0.0,160.71,43.652498833,-79.408725667,0.245,6.241,3.12
video_0003,2555,32.94327168,32.00985216,-0.01,0.79,0.38,2.06,0.25,0.0,161.005,43.65249475,-79.4087240835,0.245,6.241,3.12
video_0003,2556,33.104206080000004,32.00985216,-0.01,0.79,0.38,2.06,0.25,0.0,161.3,43.652490667,-79.4087225,0.245,6.241,3.12
video_0003,2557,33.104206080000004,32.00985216,0.12,0.79,0.29,0.5,-3.25,-1.0,161.3,43.652490667,-79.4087225,0.245,6.243,3.12
video_0003,2558,33.19272,32.00985216,0.04,0.845,0.405,-4.19,-2.185,-1.56,161.41,43.6524865,-79.408721,0.244,6.243,3.12
video_0003,2559,33.28123392,32.00985216,-0.04,0.9,0.52,-8.88,-1.12,-2.12,161.52,43.652482333,-79.4087195,0.243,6.243,3.12
video_0003,2560,33.28123392,34.00543872,-0.04,0.9,0.52,-8.88,-1.12,-2.12,161.52,43.652482333,-79.4087195,0.243,6.243,3.12
video_0003,2561,33.28123392,34.00543872,-0.01,0.88,0.49,-6.0,-0.62,-1.37,161.52,43.652482333,-79.4087195,0.2415,6.2435,3.12
video_0003,2562,33.28123392,34.00543872,0.02,0.86,0.46,-3.12,-0.12,-0.62,161.52,43.652482333,-79.4087195,0.24,6.244,3.12
video_0003,2563,33.36441960648651,34.00543872,0.02,0.86,0.46,-3.12,-0.12,-0.62,161.65,43.6524794533495,-79.4087185279156,0.24,6.244,3.12
video_0003,2564,33.57091584,34.00543872,0.02,0.86,0.46,-3.12,-0.12,-0.62,161.78,43.652473667,-79.408716333,0.24,6.244,3.12
video_0003,2565,34.134186240000005,34.00543872,0.02,0.86,0.46,-3.12,-0.12,-0.62,160.35,43.652465667,-79.408712,0.24,6.244,3.12
video_0003,2566,34.134186240000005,34.00543872,0.045,0.845,0.375,-2.53,-1.28,-1.715,160.35,43.652465667,-79.408712,0.2395,6.244,3.12
video_0003,2567,34.134186240000005,34.00543872,0.07,0.83,0.29,-1.94,-2.44,-2.81,160.35,43.652465667,-79.408712,0.239,6.244,3.12
video_0003,2568,34.0376256,34.00543872,0.07,0.83,0.29,-1.94,-2.44,-2.81,160.27,43.652457833,-79.408707833,0.239,6.244,3.12
video_0003,2569,34.0376256,34.00543872,0.07,0.845,0.32,-3.345,-0.0649999999999999,-1.405,160.27,43.652457833,-79.408707833,0.24,6.2445,3.12
video_0003,2570,34.0376256,34.00543872,0.07,0.86,0.35,-4.75,2.31,0.0,160.27,43.652457833,-79.408707833,0.241,6.245,3.12
video_0003,2571,34.47214848000001,34.00543872,0.07,0.86,0.35,-4.75,2.31,0.0,161.2,43.652449333,-79.4087045,0.241,6.245,3.12
video_0003,2572,34.47214848000001,34.00543872,0.05,0.855,0.315,-3.97,0.465,-1.03,161.2,43.652449333,-79.4087045,0.2405,6.245,3.12
video_0003,2573,34.47214848000001,34.00543872,0.03,0.85,0.28,-3.19,-1.38,-2.06,161.2,43.652449333,-79.4087045,0.24,6.245,3.12
video_0003,2574,34.48824192,34.00543872,0.03,0.85,0.28,-3.19,-1.38,-2.06,160.97,43.652441167,-79.4087005,0.24,6.245,3.12
video_0003,2575,34.48824192,34.00543872,-0.005,0.855,0.32,-2.125,-1.97,-2.22,160.97,43.652441167,-79.4087005,0.2395,6.245,3.125
video_0003,2576,34.48824192,34.00543872,-0.04,0.86,0.36,-1.06,-2.56,-2.38,160.97,43.652441167,-79.4087005,0.239,6.245,3.13
video_0003,2577,34.82620416,34.00543872,-0.04,0.86,0.36,-1.06,-2.56,-2.38,160.4,43.6524335,-79.408695667,0.239,6.245,3.13
video_0003,2578,34.82620416,34.00543872,-0.01,0.845,0.36,-0.185,-1.935,-1.785,160.4,43.6524335,-79.408695667,0.2395,6.2455,3.13
video_0003,2579,34.82620416,34.00543872,0.02,0.83,0.36,0.69,-1.31,-1.19,160.4,43.6524335,-79.408695667,0.24,6.246,3.13
video_0003,2580,34.89057792,34.00543872,0.02,0.83,0.36,0.69,-1.31,-1.19,160.37,43.652425333,-79.4086915,0.24,6.246,3.13
video_0003,2581,34.958711401025674,34.00543872,0.0266666666666667,0.833333333333333,0.333333333333333,0.293333333333333,-0.893333333333334,-1.33333333333333,160.238634125455,43.6524213068312,-79.4086892002498,0.240259259259259,6.24625925925926,3.13
video_0003,2582,35.022993460512815,34.00543872,0.0333333333333333,0.836666666666667,0.306666666666667,-0.103333333333333,-0.476666666666667,-1.47666666666667,160.04153928495,43.6524184310267,-79.4086874980694,0.240740740740741,6.24674074074074,3.13
video_0003,2583,35.05151232000001,34.00543872,0.04,0.84,0.28,-0.5,-0.06,-1.62,159.94,43.652417333,-79.408686833,0.241,6.247,3.13
video_0003,2584,35.05151232000001,34.00543872,0.055,0.825,0.305,-1.655,-1.59,-2.09,159.94,43.652417333,-79.408686833,0.241,6.247,3.13
video_0003,2585,35.05151232000001,34.00543872,0.07,0.81,0.33,-2.81,-3.12,-2.56,159.94,43.652417333,-79.408686833,0.241,6.247,3.13
video_0003,2586,35.71134336000001,34.00543872,0.07,0.81,0.33,-2.81,-3.12,-2.56,161.45,43.652408333,-79.408683833,0.241,6.247,3.13
video_0003,2587,35.71134336000001,34.00543872,-0.005,0.835,0.355,-0.125,-0.34,-1.03,161.45,43.652408333,-79.408683833,0.241,6.2475,3.13
video_0003,2588,35.71134336000001,34.00543872,-0.08,0.86,0.38,2.56,2.44,0.5,161.45,43.652408333,-79.408683833,0.241,6.248,3.13
video_0003,2589,35.71134336000001,34.00543872,0.07,0.83,0.38,-1.38,1.5,-0.56,161.45,43.652408333,-79.408683833,0.241,6.248,3.14
video_0003,2590,35.90446464,35.003232000000004,0.07,0.83,0.38,-1.38,1.5,-0.56,162.595,43.652403333,-79.408683083,0.241,6.248,3.14
video_0003,2591,36.09758592,36.00102528000001,0.07,0.83,0.38,-1.38,1.5,-0.56,163.74,43.652398333,-79.408682333,0.241,6.248,3.14
video_0003,2592,36.09758592,36.00102528000001,0.05,0.82,0.32,-0.94,-0.19,-1.06,163.74,43.652398333,-79.408682333,0.238,6.249,3.14
video_0003,2593,36.1297728,36.00102528000001,0.05,0.82,0.32,-0.94,-0.19,-1.06,164.6,43.652388833,-79.40868,0.238,6.249,3.14
video_0003,2594,36.1297728,36.00102528000001,0.05,0.82,0.32,-0.94,-0.19,-1.06,164.6,43.652388833,-79.40868,0.238,6.249,3.14
video_0003,2595,36.29070720000001,36.00102528000001,0.05,0.82,0.32,-0.94,-0.19,-1.06,164.77,43.652379667,-79.408677167,0.238,6.249,3.14
video_0003,2596,36.29070720000001,36.00102528000001,0.07,0.835,0.305,-1.22,-0.345,-1.03,164.77,43.652379667,-79.408677167,0.237714285714286,6.24926724137931,3.14
video_0003,2597,36.29070720000001,36.00102528000001,0.09,0.85,0.29,-1.5,-0.5,-1.0,164.77,43.652379667,-79.408677167,0.237,6.25,3.14
video_0003,2598,36.29070720000001,36.00102528000001,0.07,0.83,0.25,0.44,0.06,-0.44,164.77,43.652379667,-79.408677167,0.235,6.253,3.14
video_0003,2599,36.08149248000001,36.00102528000001,0.07,0.83,0.25,0.44,0.06,-0.44,163.9,43.652371167,-79.408673167,0.235,6.253,3.14
video_0003,2600,36.08149248000001,36.00102528000001,0.07,0.83,0.25,0.44,0.06,-0.44,163.9,43.652371167,-79.408673167,0.235,6.253,3.14
video_0003,2601,36.38726784,36.00102528000001,0.07,0.83,0.25,0.44,0.06,-0.44,164.29,43.652361833,-79.408670333,0.235,6.253,3.14
video_0003,2602,36.38726784,36.00102528000001,0.07,0.8,0.3,0.19,1.0,-0.69,164.29,43.652361833,-79.408670333,0.235,6.253,3.14
video_0003,2603,36.38726784,36.00102528000001,0.07,0.8,0.3,0.19,1.0,-0.69,164.29,43.652361833,-79.408670333,0.235,6.253,3.14
video_0003,2604,36.145866240000004,36.00102528000001,0.07,0.8,0.3,0.19,1.0,-0.69,163.85,43.652353333,-79.408666333,0.235,6.253,3.14
